CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 2 ; Serial number 0"
DESCRIPTOR	"Chart 462 Patches"
FILTER	""
CREATED		"2015-11-21T18:33:16"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	462
BEGIN_DATA
1	-	255	255	255
2	-	0	0	0
3	-	0	0	43
4	-	0	0	85
5	-	0	0	128
6	-	0	0	170
7	-	0	0	213
8	-	0	0	255
9	-	0	43	0
10	-	0	43	43
11	-	0	43	85
12	-	0	43	128
13	-	0	43	170
14	-	0	43	213
15	-	0	43	255
16	-	0	85	0
17	-	0	85	43
18	-	0	85	85
19	-	0	85	128
20	-	0	85	170
21	-	0	85	213
22	-	0	85	255
23	-	0	128	0
24	-	0	128	43
25	-	0	128	85
26	-	0	128	128
27	-	0	128	170
28	-	0	128	213
29	-	0	128	255
30	-	0	170	0
31	-	0	170	43
32	-	0	170	85
33	-	0	170	128
34	-	0	170	170
35	-	0	170	213
36	-	0	170	255
37	-	0	213	0
38	-	0	213	43
39	-	0	213	85
40	-	0	213	128
41	-	0	213	170
42	-	0	213	213
43	-	0	213	255
44	-	0	255	0
45	-	0	255	43
46	-	0	255	85
47	-	0	255	128
48	-	0	255	170
49	-	0	255	213
50	-	0	255	255
51	-	43	0	0
52	-	43	0	43
53	-	43	0	85
54	-	43	0	128
55	-	43	0	170
56	-	43	0	213
57	-	43	0	255
58	-	43	43	0
59	-	43	43	43
60	-	43	43	85
61	-	43	43	128
62	-	43	43	170
63	-	43	43	213
64	-	43	43	255
65	-	43	85	0
66	-	43	85	43
67	-	43	85	85
68	-	43	85	128
69	-	43	85	170
70	-	43	85	213
71	-	43	85	255
72	-	43	128	0
73	-	43	128	43
74	-	43	128	85
75	-	43	128	128
76	-	43	128	170
77	-	43	128	213
78	-	43	128	255
79	-	43	170	0
80	-	43	170	43
81	-	43	170	85
82	-	43	170	128
83	-	43	170	170
84	-	43	170	213
85	-	43	170	255
86	-	43	213	0
87	-	43	213	43
88	-	43	213	85
89	-	43	213	128
90	-	43	213	170
91	-	43	213	213
92	-	43	213	255
93	-	43	255	0
94	-	43	255	43
95	-	43	255	85
96	-	43	255	128
97	-	43	255	170
98	-	43	255	213
99	-	43	255	255
100	-	85	0	0
101	-	85	0	43
102	-	85	0	85
103	-	85	0	128
104	-	85	0	170
105	-	85	0	213
106	-	85	0	255
107	-	85	43	0
108	-	85	43	43
109	-	85	43	85
110	-	85	43	128
111	-	85	43	170
112	-	85	43	213
113	-	85	43	255
114	-	85	85	0
115	-	85	85	43
116	-	85	85	85
117	-	85	85	128
118	-	85	85	170
119	-	85	85	213
120	-	85	85	255
121	-	85	128	0
122	-	85	128	43
123	-	85	128	85
124	-	85	128	128
125	-	85	128	170
126	-	85	128	213
127	-	85	128	255
128	-	85	170	0
129	-	85	170	43
130	-	85	170	85
131	-	85	170	128
132	-	85	170	170
133	-	85	170	213
134	-	85	170	255
135	-	85	213	0
136	-	85	213	43
137	-	85	213	85
138	-	85	213	128
139	-	85	213	170
140	-	85	213	213
141	-	85	213	255
142	-	85	255	0
143	-	85	255	43
144	-	85	255	85
145	-	85	255	128
146	-	85	255	170
147	-	85	255	213
148	-	85	255	255
149	-	128	0	0
150	-	128	0	43
151	-	128	0	85
152	-	128	0	128
153	-	128	0	170
154	-	128	0	213
155	-	128	0	255
156	-	128	43	0
157	-	128	43	43
158	-	128	43	85
159	-	128	43	128
160	-	128	43	170
161	-	128	43	213
162	-	128	43	255
163	-	128	85	0
164	-	128	85	43
165	-	128	85	85
166	-	128	85	128
167	-	128	85	170
168	-	128	85	213
169	-	128	85	255
170	-	128	128	0
171	-	128	128	43
172	-	128	128	85
173	-	128	128	128
174	-	128	128	170
175	-	128	128	213
176	-	128	128	255
177	-	128	170	0
178	-	128	170	43
179	-	128	170	85
180	-	128	170	128
181	-	128	170	170
182	-	128	170	213
183	-	128	170	255
184	-	128	213	0
185	-	128	213	43
186	-	128	213	85
187	-	128	213	128
188	-	128	213	170
189	-	128	213	213
190	-	128	213	255
191	-	128	255	0
192	-	128	255	43
193	-	128	255	85
194	-	128	255	128
195	-	128	255	170
196	-	128	255	213
197	-	128	255	255
198	-	170	0	0
199	-	170	0	43
200	-	170	0	85
201	-	170	0	128
202	-	170	0	170
203	-	170	0	213
204	-	170	0	255
205	-	170	43	0
206	-	170	43	43
207	-	170	43	85
208	-	170	43	128
209	-	170	43	170
210	-	170	43	213
211	-	170	43	255
212	-	170	85	0
213	-	170	85	43
214	-	170	85	85
215	-	170	85	128
216	-	170	85	170
217	-	170	85	213
218	-	170	85	255
219	-	170	128	0
220	-	170	128	43
221	-	170	128	85
222	-	170	128	128
223	-	170	128	170
224	-	170	128	213
225	-	170	128	255
226	-	170	170	0
227	-	170	170	43
228	-	170	170	85
229	-	170	170	128
230	-	170	170	170
231	-	170	170	213
232	-	170	170	255
233	-	170	213	0
234	-	170	213	43
235	-	170	213	85
236	-	170	213	128
237	-	170	213	170
238	-	170	213	213
239	-	170	213	255
240	-	170	255	0
241	-	170	255	43
242	-	170	255	85
243	-	170	255	128
244	-	170	255	170
245	-	170	255	213
246	-	170	255	255
247	-	213	0	0
248	-	213	0	43
249	-	213	0	85
250	-	213	0	128
251	-	213	0	170
252	-	213	0	213
253	-	213	0	255
254	-	213	43	0
255	-	213	43	43
256	-	213	43	85
257	-	213	43	128
258	-	213	43	170
259	-	213	43	213
260	-	213	43	255
261	-	213	85	0
262	-	213	85	43
263	-	213	85	85
264	-	213	85	128
265	-	213	85	170
266	-	213	85	213
267	-	213	85	255
268	-	213	128	0
269	-	213	128	43
270	-	213	128	85
271	-	213	128	128
272	-	213	128	170
273	-	213	128	213
274	-	213	128	255
275	-	213	170	0
276	-	213	170	43
277	-	213	170	85
278	-	213	170	128
279	-	213	170	170
280	-	213	170	213
281	-	213	170	255
282	-	213	213	0
283	-	213	213	43
284	-	213	213	85
285	-	213	213	128
286	-	213	213	170
287	-	213	213	213
288	-	213	213	255
289	-	213	255	0
290	-	213	255	43
291	-	213	255	85
292	-	213	255	128
293	-	213	255	170
294	-	213	255	213
295	-	213	255	255
296	-	255	0	0
297	-	255	0	43
298	-	255	0	85
299	-	255	0	128
300	-	255	0	170
301	-	255	0	213
302	-	255	0	255
303	-	255	43	0
304	-	255	43	43
305	-	255	43	85
306	-	255	43	128
307	-	255	43	170
308	-	255	43	213
309	-	255	43	255
310	-	255	85	0
311	-	255	85	43
312	-	255	85	85
313	-	255	85	128
314	-	255	85	170
315	-	255	85	213
316	-	255	85	255
317	-	255	128	0
318	-	255	128	43
319	-	255	128	85
320	-	255	128	128
321	-	255	128	170
322	-	255	128	213
323	-	255	128	255
324	-	255	170	0
325	-	255	170	43
326	-	255	170	85
327	-	255	170	128
328	-	255	170	170
329	-	255	170	213
330	-	255	170	255
331	-	255	213	0
332	-	255	213	43
333	-	255	213	85
334	-	255	213	128
335	-	255	213	170
336	-	255	213	213
337	-	255	213	255
338	-	255	255	0
339	-	255	255	43
340	-	255	255	85
341	-	255	255	128
342	-	255	255	170
343	-	255	255	213
344	-	255	255	255
345	-	10	10	10
346	-	20	20	20
347	-	29	29	29
348	-	39	39	39
349	-	49	49	49
350	-	59	59	59
351	-	73	73	73
352	-	90	90	90
353	-	108	108	108
354	-	126	126	126
355	-	6	0	0
356	-	12	0	0
357	-	18	0	0
358	-	24	0	0
359	-	29	0	0
360	-	35	0	0
361	-	45	0	0
362	-	59	0	0
363	-	73	0	0
364	-	86	0	0
365	-	100	0	0
366	-	114	0	0
367	-	128	0	0
368	-	141	0	0
369	-	155	0	0
370	-	169	0	0
371	-	182	0	0
372	-	196	0	0
373	-	210	0	0
374	-	220	0	0
375	-	226	0	0
376	-	231	0	0
377	-	237	0	0
378	-	243	0	0
379	-	249	0	0
380	-	255	0	0
381	-	0	6	0
382	-	0	12	0
383	-	0	18	0
384	-	0	24	0
385	-	0	29	0
386	-	0	35	0
387	-	0	45	0
388	-	0	59	0
389	-	0	73	0
390	-	0	86	0
391	-	0	100	0
392	-	0	114	0
393	-	0	128	0
394	-	0	141	0
395	-	0	155	0
396	-	0	169	0
397	-	0	182	0
398	-	0	196	0
399	-	0	210	0
400	-	0	220	0
401	-	0	226	0
402	-	0	231	0
403	-	0	237	0
404	-	0	243	0
405	-	0	249	0
406	-	0	255	0
407	-	0	0	6
408	-	0	0	12
409	-	0	0	18
410	-	0	0	24
411	-	0	0	29
412	-	0	0	35
413	-	0	0	45
414	-	0	0	59
415	-	0	0	73
416	-	0	0	86
417	-	0	0	100
418	-	0	0	114
419	-	0	0	128
420	-	0	0	141
421	-	0	0	155
422	-	0	0	169
423	-	0	0	182
424	-	0	0	196
425	-	0	0	210
426	-	0	0	220
427	-	0	0	226
428	-	0	0	231
429	-	0	0	237
430	-	0	0	243
431	-	0	0	249
432	-	0	0	255
433	-	0	0	0
434	-	6	6	6
435	-	12	12	12
436	-	18	18	18
437	-	24	24	24
438	-	29	29	29
439	-	35	35	35
440	-	45	45	45
441	-	59	59	59
442	-	73	73	73
443	-	86	86	86
444	-	100	100	100
445	-	114	114	114
446	-	128	128	128
447	-	141	141	141
448	-	155	155	155
449	-	169	169	169
450	-	182	182	182
451	-	196	196	196
452	-	210	210	210
453	-	220	220	220
454	-	226	226	226
455	-	231	231	231
456	-	237	237	237
457	-	243	243	243
458	-	249	249	249
459	-	255	255	255
460	-	255	128	128
461	-	128	255	128
462	-	128	128	255
END_DATA				
